country,trend_per_year,volatility,mean_anomaly,min_year,max_year,total_records
Germany,0.012815299828562913,1.8232893460604283,0.25423837209302325,1892,2020,1548
Ghana,0.010398983955724509,0.6071014167827457,0.16780232558139532,1892,2020,1548
Greece,0.010368984328413836,1.322732534313257,0.06932170542635659,1892,2020,1548
Greenland,0.014471899527972319,1.9611004501349125,0.011018754186202278,1892,2016,1493
Grenada,0.011595566860465121,0.5632818083230567,-0.016963824289405686,1892,2020,1548
Guadeloupe,0.010467536338966849,0.5337515507269167,-0.05646215673141326,1892,2016,1493
Guam,0.01214404703360891,0.5135135318798587,0.13824709527498064,1910,2020,1291
Guatemala,0.008307461240310078,0.6112717069307898,-0.023079457364341083,1892,2020,1548
Guernsey,0.009371147021683774,1.2650830989622703,0.15962223710649698,1892,2016,1493
Guinea,0.010787677027429941,0.6203756278624067,0.17913759689922482,1892,2020,1548
Guinea-Bissau,0.011182386702444844,0.6610636590986912,0.21055297157622738,1892,2020,1548
Guyana,0.011745955389087659,0.5916000616234878,-0.012131782945736434,1892,2020,1548
Haiti,0.010329471340190821,0.5740103791276614,0.04109496124031008,1892,2020,1548
Heard Island and McDonald Islands,0.013686168029949144,0.6384433490247466,0.1637439024390244,1948,2016,820
Honduras,0.008940977191413235,0.5977369152536682,0.010200904392764857,1892,2020,1548
Hong Kong,0.009816473556469255,0.9839799258348363,-0.08705358338914937,1892,2016,1493
Hungary,0.012656598930381638,1.9340238818134823,0.19013501291989665,1892,2020,1548
Iceland,0.008942537827966607,1.5308227855209247,0.1071169250645995,1892,2020,1548
India,0.006874753559183067,0.6749006462704252,0.027908268733850126,1892,2020,1548
Indonesia,0.010446286616726301,0.4826158754500882,-0.004209948320413437,1892,2020,1548
Iran,0.013437552176505666,1.2550288377274799,0.15377454780361757,1892,2020,1548
Iraq,0.012673955538163384,1.320190308457721,0.05833527131782946,1892,2020,1548
Ireland,0.009393772827221232,1.1088527941384945,0.13049935400516796,1892,2020,1548
Isle of Man,0.007911557672545012,1.229845872186764,0.13920696584058942,1892,2016,1493
Israel,0.010285035125968995,1.1623137903329774,-0.007523901808785531,1892,2020,1548
Italy,0.011663765280262375,1.2770755856594773,0.22478682170542638,1892,2020,1548
Jamaica,0.009812211165772211,0.5499355622582468,0.022198966408268732,1892,2020,1548
Japan,0.012567226166517596,1.0671360644901833,-0.06488372093023256,1892,2020,1548
Jersey,0.009371147021683774,1.2650830989622703,0.15962223710649698,1892,2016,1493
Jordan,0.010635315574686947,1.2056151726913464,-0.013333979328165376,1892,2020,1548
Kazakhstan,0.015527135975700662,2.2488499169404315,0.1520032299741602,1892,2020,1548
Kenya,0.009747201103160408,0.573189068531362,0.2006531007751938,1892,2020,1548
Kingman Reef,0.010333733057969365,0.5507674446333781,0.03571399866041527,1892,2016,1493
Kiribati,0.011530294427328232,0.6290854525542181,0.13470462387853693,1892,2020,1449
Kuwait,0.013133165157274898,1.2431876579251788,0.09925516795865633,1892,2020,1548
Kyrgyzstan,0.01497036281305903,1.6760351947801797,0.09199870801033591,1892,2020,1548
Laos,0.009479540753577818,0.8727512323358112,0.035576873385012926,1892,2020,1548
Latvia,0.014373171027131783,2.3107710486561013,0.3763462532299741,1892,2020,1548
Lebanon,0.010396566133720937,1.2012622306724277,0.016385658914728683,1892,2020,1548
Lesotho,0.011034500316785935,0.9107491684812132,0.09279521963824289,1892,2020,1548
Liberia,0.010587966327519382,0.5700786454793226,0.1450232558139535,1892,2020,1548
Libya,0.010423179878503283,1.0206421441447018,0.11977519379844961,1892,2020,1548
Liechtenstein,0.012979368384764465,1.7956059737902483,0.28044250645994834,1892,2020,1548
Lithuania,0.01394649765205725,2.290589356853611,0.3494011627906977,1892,2020,1548
Luxembourg,0.012301029088401916,1.7692861418739612,0.2503294573643411,1892,2020,1548
Macau,0.009632389264074323,1.0234987137533411,-0.08698459477561955,1892,2016,1493
Macedonia,0.010916102508199165,1.6304607693701787,0.1399186046511628,1892,2020,1548
Madagascar,0.010320881317084085,0.5802807624052605,0.08142248062015504,1892,2020,1548
Malawi,0.010515098576326777,0.6964098074331241,0.1345045219638243,1892,2020,1548
Malaysia,0.01070002701997615,0.5144177453109511,0.013347545219638242,1892,2020,1548
Mali,0.010850370360017889,0.881498351384657,0.20107881136950903,1892,2020,1548
Malta,0.010266125335420399,1.0535914308915872,0.2693481912144703,1892,2020,1548
Martinique,0.010566241387572863,0.5329946857620735,-0.06892632283991962,1892,2016,1493
Mauritania,0.01172137978905784,0.9879280328819328,0.2789186046511628,1892,2020,1548
Mauritius,0.010472090228085871,0.5940064801198643,0.06710335917312661,1892,2020,1548
Mayotte,0.008748986409511912,0.5074308104156986,0.040052913596785,1892,2016,1493
Mexico,0.007368988521168753,0.6376797478438561,-0.02700904392764858,1892,2020,1548
Moldova,0.012483197767590942,2.1027348653162834,0.13512790697674418,1892,2020,1548
Monaco,0.012200570214669052,1.3943931449612466,0.25265568475452194,1892,2020,1548
Mongolia,0.016474013305008955,1.8436087027801136,0.19796188630490955,1892,2020,1548
Montenegro,0.01137884149522958,1.672039288353464,0.19924160206718344,1892,2020,1548
Montserrat,0.010443491078840407,0.5370760541592593,-0.05339383791024782,1892,2016,1493
Morocco,0.012033433027728085,1.0671278629584087,0.23929198966408266,1892,2020,1548
Mozambique,0.010594655635062617,0.6890192119936553,0.09796447028423773,1892,2020,1548
Namibia,0.010786576662194399,0.8142884111439599,0.19605232558139532,1892,2020,1548
Nepal,0.008230049474508052,0.8575013839192506,0.00470736434108527,1892,2020,1548
Netherlands,0.012120902280858674,1.667775762450619,0.23237403100775192,1892,2020,1548
New Caledonia,0.009638387423329843,0.6257805602607815,-0.002470194239785667,1892,2016,1493
New Zealand,0.00993511059555755,0.8892853064792022,-0.09325387596899225,1892,2020,1548
Nicaragua,0.00924285880664878,0.5719893509025504,0.015454134366925063,1892,2020,1548
Niger,0.010636428984048896,1.0013047753288442,0.1583423772609819,1892,2020,1548
Nigeria,0.010516058251341685,0.7349434234907651,0.17023449612403102,1892,2020,1548
Niue,0.009021915795938534,0.5481613324685879,-0.08001004688546551,1892,2016,1493
North Korea,0.013993407591681575,1.4130473649082724,0.09998062015503877,1892,2020,1548
Northern Mariana Islands,0.010049696852917681,0.45743065389488724,-0.00388905216752388,1903,2016,1361
Norway,0.012395708948270719,1.7161164642468303,0.2769018087855297,1892,2020,1548
Oman,0.01098395153175313,0.7590741366355196,0.10540826873385013,1892,2020,1548
Pakistan,0.009478745061866427,1.0638438411956024,0.057887596899224805,1892,2020,1548
Palau,0.011572158781327562,0.48705612883877697,0.09697021276595745,1903,2020,1410
Palestina,0.010020131255549096,0.5964178768624598,-0.04241125251172136,1892,2016,1493
Palmyra Atoll,0.010331324155345897,0.5492216678460314,0.03563228399196249,1892,2016,1493
Panama,0.010054786728533096,0.5598946098002482,0.0030077519379844973,1892,2020,1548
Papua New Guinea,0.010534798153722276,0.5283028507281808,0.12878736842105262,1892,2020,1425
Paraguay,0.010019698960196784,1.1933365364612583,0.02182041343669251,1892,2020,1548
Peru,0.010522761699630135,0.5920875639880528,-0.002485845951283738,1892,2020,1519
Philippines,0.011491458892367325,0.549629338495746,0.018472868217054263,1892,2020,1548
Poland,0.013078565239266543,2.0482672966510806,0.2668630490956072,1892,2020,1548
Portugal,0.010904963290101377,1.22003819878362,0.21388759689922482,1892,2020,1548
Puerto Rico,0.01121420365608229,0.5939065736680462,0.024920542635658915,1892,2020,1548
Qatar,0.012633196370005968,0.9935300993773599,0.14218798449612402,1892,2020,1548
Reunion,0.009950575941229712,0.5523738864500031,0.03129805760214334,1892,2016,1493
Romania,0.011871767385957072,1.9449806366600513,0.146171834625323,1892,2020,1548
Russia,0.014143242210793088,1.6470334999672487,0.4006944444444444,1892,2020,1548
Rwanda,0.010033348706768037,0.5919009859111539,0.19625516795865633,1892,2020,1548
Saint Kitts and Nevis,0.011425232930828864,0.5798266933983788,0.0093843669250646,1892,2020,1548
Saint Lucia,0.011493306033840191,0.5603859232768692,-0.01669767441860465,1892,2020,1548
Saint Martin,0.010333326858906743,0.5248401622244051,-0.03429135967849967,1892,2016,1493
Saint Pierre and Miquelon,0.010248165486858307,1.5063162911963899,-0.12245010046885467,1892,2016,1493
Saint Vincent and the Grenadines,0.011504018988521172,0.5620695401612066,-0.021193798449612403,1892,2020,1548
Samoa,0.009860736247763865,0.5243363717435129,0.09274806201550388,1892,2020,1548
San Marino,0.012158532256261182,1.4894799322229595,0.23388565891472868,1892,2020,1548
Sao Tome and Principe,0.0083329465846765,0.5066040658438233,0.05027528466175485,1892,2016,1493
Saudi Arabia,0.011665241129994041,0.9204127534104706,0.0787797157622739,1892,2020,1548
Senegal,0.011258644063059042,0.7669941283180925,0.2441627906976744,1892,2020,1548
Serbia,0.010177138321183998,1.8281056236001714,0.11450636302746149,1892,2016,1493
Seychelles,0.010099102750447233,0.5383086965586579,0.13741989664082688,1892,2020,1548
Sierra Leone,0.010732969495378655,0.5896888255035037,0.15428165374677003,1892,2020,1548
Singapore,0.010548197115384617,0.5273506124440702,0.020704780361757106,1892,2020,1548
Sint Maarten,0.010333326858906743,0.5248401622244051,-0.03429135967849967,1892,2016,1493
Slovakia,0.012776885807990466,1.9291270258846984,0.17757687338501293,1892,2020,1548
Slovenia,0.013036297145199766,1.7245435079183908,0.25559625322997415,1892,2020,1548
Solomon Islands,0.011035932116943684,0.5052623868028712,0.11471056241426611,1892,2020,1458
Somalia,0.010128003410107339,0.623018515807157,0.1910723514211886,1892,2020,1548
South Africa,0.010885750223613601,0.8173936252755954,0.10376550387596899,1892,2020,1548
South Georgia and the South Sandwich Isla,0.010626098031696752,1.0280245917891335,0.012263736263736263,1892,2016,1456
South Korea,0.01232148274448421,1.2417593605369819,0.01705813953488372,1892,2020,1548
Spain,0.011361582718395944,1.2631361764037528,0.24888695090439275,1892,2020,1548
Sri Lanka,0.006291791983452595,0.4600593819123336,0.14384366925064598,1892,2020,1548
Sudan,0.009857530187835424,0.9416268919446131,0.11429198966408269,1892,2020,1548
Suriname,0.011705157554412645,0.5822267026386158,0.00688565891472868,1892,2020,1548
Svalbard and Jan Mayen,0.016075091334729272,2.483851831978788,0.3476262558606832,1892,2016,1493
Swaziland,0.00852540473077938,0.7905917914725263,0.07217347622237107,1892,2016,1493
Sweden,0.012417538293828266,2.0805244640593714,0.31126356589147286,1892,2020,1548
Switzerland,0.01270619782349434,1.6603898528737568,0.24690180878552972,1892,2020,1548
Syria,0.011228541480321999,1.3116894380400068,0.015289405684754521,1892,2020,1548
Taiwan,0.01232279926952892,0.9287107263018237,-0.04393540051679586,1892,2020,1548
Tajikistan,0.01354883255068575,1.5370161353463472,0.00051421188630491,1892,2020,1548
Tanzania,0.008100525297282142,0.49664157789524865,0.09084795713328868,1892,2016,1493
Thailand,0.009393615831842577,0.7299296607936213,0.029301679586563305,1892,2020,1548
Timor-Leste,0.008698193645414812,0.6091283047266446,-0.07988747488278634,1892,2016,1493
Togo,0.010453697543977345,0.6244623276165678,0.17196640826873386,1892,2020,1548
Tonga,0.009872522081842578,0.6244361982508898,0.07346511627906976,1892,2020,1548
Trinidad and Tobago,0.011739783187984505,0.5848939982132377,-0.020477390180878553,1892,2020,1548
Tunisia,0.011201560170691712,1.2028521979468902,0.29232105943152453,1892,2020,1548
Turkey,0.011053411039057846,1.4760065723439388,0.009565891472868219,1892,2020,1548
Turkmenistan,0.014554457364341083,1.954588713385426,0.11694638242894057,1892,2020,1548
Turks and Caicas Islands,0.00927335575543033,0.5621886536700353,0.01051707970529136,1892,2016,1493
Uganda,0.009852091718843176,0.610906544273141,0.19915116279069767,1892,2020,1548
Ukraine,0.014072613856589148,2.185252787456774,0.16433656330749355,1892,2020,1548
United Arab Emirates,0.011960564810673823,0.8822377320495708,0.12528036175710594,1892,2020,1548
United Kingdom,0.009705154293381039,1.1721481914227765,0.15544896640826872,1892,2020,1548
United States,0.010109864688414082,1.0082514671341407,0.12031346282652379,1892,2016,1493
Uruguay,0.010599476837358379,1.2214682713126015,-0.0007267441860465105,1892,2020,1548
Uzbekistan,0.0145528110092427,2.1057796639620907,0.09760658914728682,1892,2020,1548
Venezuela,0.011453327183959453,0.6009255495547646,-0.05131395348837209,1892,2020,1548
Vietnam,0.009764509727191412,0.783593993810245,0.03301937984496124,1892,2020,1548
Virgin Islands,0.011335664970930236,0.5861966593077725,0.029705426356589147,1892,2020,1548
Western Sahara,0.012075962936046519,1.060427326120766,0.2773339793281654,1892,2020,1548
Yemen,0.010915258366875373,0.729094089052465,0.15072157622739019,1892,2020,1548
Zambia,0.010551712041592134,0.7176473579031003,0.1883094315245478,1892,2020,1548
Zimbabwe,0.010700245974955284,0.8903274680965566,0.13247093023255813,1892,2020,1548
